,Carbon_SynAntList_Full_Refined,word 1,word 2,relationship,label
820,1021.0,"[ -2.4168482    8.716652    -4.7793856   -7.592613   -15.965391
   4.908813    -7.5331745    3.531545     4.1870413   -0.36645094
  -2.508111    -0.25907224  -6.9147973   -2.1802704   -8.734315
  -8.30597      1.2892556   -6.500718    -0.88637847  -3.7085032
  -4.1700163    0.4480046   -2.4216359    5.6839976    5.9361815
   1.095094     7.923758    16.983767     1.010587    -3.9253645
   5.736352    -5.0056415    2.4489894    1.4550042   -1.5084016
   3.494956    -1.1117543   -3.1331782    7.5340967    2.8456955
  -5.454979    -0.10300826  12.445515    -4.7037106  -10.564522
   0.69477487  11.538692    -4.536333     7.972402     0.53712314]","[-0.15034285  0.03929132  0.09182115 -0.04454318 -0.19343643 -0.46949977
 -0.1096459  -0.34181747  0.15029447  0.14833832 -0.17137685 -0.0458424
 -0.26203567 -0.34577617  0.0152395  -0.20833077  0.03583809 -0.07666457
  0.06004763  0.08871822  0.17469712 -0.03483528  0.10967294 -0.02771413
  0.16627525  0.04064671  0.02247438  0.08770877  0.12161876  0.13526797
  0.08346143 -0.05180939  0.00779692 -0.05822294  0.24890403 -0.03597535
 -0.01149527 -0.07003205  0.13412672  0.05566389  0.09211025 -0.21650498
  0.11659348  0.01196614  0.03975442  0.21051922  0.23251496  0.02294761
 -0.3869992   0.0824051 ]",0,0
821,1022.0,"[ -2.4168482    8.716652    -4.7793856   -7.592613   -15.965391
   4.908813    -7.5331745    3.531545     4.1870413   -0.36645094
  -2.508111    -0.25907224  -6.9147973   -2.1802704   -8.734315
  -8.30597      1.2892556   -6.500718    -0.88637847  -3.7085032
  -4.1700163    0.4480046   -2.4216359    5.6839976    5.9361815
   1.095094     7.923758    16.983767     1.010587    -3.9253645
   5.736352    -5.0056415    2.4489894    1.4550042   -1.5084016
   3.494956    -1.1117543   -3.1331782    7.5340967    2.8456955
  -5.454979    -0.10300826  12.445515    -4.7037106  -10.564522
   0.69477487  11.538692    -4.536333     7.972402     0.53712314]","[-0.20084259  1.7335391   1.8565707   2.0152738   0.9961372  -3.5808547
  1.9829019   0.55493253 -0.48681998 -3.6489332   1.443858   -0.7913983
  0.0760705  -0.72458035 -1.6453326  -2.0302615  -0.13563128  3.3580651
 -2.9055839  -3.0782003  -2.9778373  -0.8560644   2.8033917  -1.3024998
 -0.25445145 -4.44123     4.14619    -0.17933004  1.35126    -1.5981566
 -0.27893394 -3.237653    1.8465842   1.6172017  -0.33744538 -1.2004834
 -0.24301015 -0.19390522  1.6817313   2.413741    0.9677459   1.7276208
 -1.6363827   3.4077601  -0.1186218  -1.0685834   6.631684    1.7760838
  1.12306     4.128311  ]",1,1
822,1023.0,"[ -2.4168482    8.716652    -4.7793856   -7.592613   -15.965391
   4.908813    -7.5331745    3.531545     4.1870413   -0.36645094
  -2.508111    -0.25907224  -6.9147973   -2.1802704   -8.734315
  -8.30597      1.2892556   -6.500718    -0.88637847  -3.7085032
  -4.1700163    0.4480046   -2.4216359    5.6839976    5.9361815
   1.095094     7.923758    16.983767     1.010587    -3.9253645
   5.736352    -5.0056415    2.4489894    1.4550042   -1.5084016
   3.494956    -1.1117543   -3.1331782    7.5340967    2.8456955
  -5.454979    -0.10300826  12.445515    -4.7037106  -10.564522
   0.69477487  11.538692    -4.536333     7.972402     0.53712314]","[-4.0576224   0.21352483  1.3107072  -4.073933   -3.823902   -3.3740056
  2.313463    0.4010738  -0.62577635 -0.65894264 -1.235402   -1.024408
 -3.7771919   2.969553    1.923078   -2.7593634   1.1481317   2.315716
 -0.7926463  -0.99160177 -4.560938   -0.36112148 -2.4691541   3.0513608
  1.3569043  -2.8169024   0.8309059   4.693503    2.8134818  -0.90818113
  3.2915885  -3.1031387   2.8357472   0.6205399   1.5181725  -2.568843
 -1.9067149  -1.7468642   2.4756958  -0.84824055  1.1804379  -4.366115
 -0.92828995 -2.7525446  -1.4850442   1.8343118   9.728462   -3.06221
  1.9450103   1.92905   ]",1,1
823,1024.0,"[ -2.4168482    8.716652    -4.7793856   -7.592613   -15.965391
   4.908813    -7.5331745    3.531545     4.1870413   -0.36645094
  -2.508111    -0.25907224  -6.9147973   -2.1802704   -8.734315
  -8.30597      1.2892556   -6.500718    -0.88637847  -3.7085032
  -4.1700163    0.4480046   -2.4216359    5.6839976    5.9361815
   1.095094     7.923758    16.983767     1.010587    -3.9253645
   5.736352    -5.0056415    2.4489894    1.4550042   -1.5084016
   3.494956    -1.1117543   -3.1331782    7.5340967    2.8456955
  -5.454979    -0.10300826  12.445515    -4.7037106  -10.564522
   0.69477487  11.538692    -4.536333     7.972402     0.53712314]","[-7.0496616   2.4019887   1.3594185  -3.9499931  -6.041618   -1.773504
 -0.1280066   1.3460808   0.14171094  1.1056933   1.711323    0.05596493
 -2.5936925  -1.1753657  -0.16188449  0.517127    3.3315573  -2.7803218
 -2.55658    -0.47558856 -4.50024    -6.363762   -0.61063164 -1.0755346
  2.3274512  -1.4879031   0.97626394  1.2731899   6.382351   -1.3245856
  1.502195    2.883292   -5.3367186  -1.9833317   0.31529933 -1.2772539
 -4.604842   -2.5981433   1.6943772  -3.5201247   3.4345639  -4.100788
  0.96228147  3.128214    2.689635    2.1607683   9.754641   -2.9748175
  1.8606147   0.50068426]",1,1
824,1025.0,"[ -2.4168482    8.716652    -4.7793856   -7.592613   -15.965391
   4.908813    -7.5331745    3.531545     4.1870413   -0.36645094
  -2.508111    -0.25907224  -6.9147973   -2.1802704   -8.734315
  -8.30597      1.2892556   -6.500718    -0.88637847  -3.7085032
  -4.1700163    0.4480046   -2.4216359    5.6839976    5.9361815
   1.095094     7.923758    16.983767     1.010587    -3.9253645
   5.736352    -5.0056415    2.4489894    1.4550042   -1.5084016
   3.494956    -1.1117543   -3.1331782    7.5340967    2.8456955
  -5.454979    -0.10300826  12.445515    -4.7037106  -10.564522
   0.69477487  11.538692    -4.536333     7.972402     0.53712314]","[-1.7697403   0.7011073   3.3015692  -1.454363   -3.0218697  -2.3453872
  0.26492864 -1.8444797  -0.6505239  -0.06052665 -1.5028518  -2.5069044
  1.7943478   1.087101    1.4903883  -0.65751755  0.87691814 -1.4811888
 -1.1044124  -2.4826386  -2.3212209   0.04857011  0.9481877   2.0752819
 -0.06387308 -0.03823644 -0.81760186  2.9228473   1.0668713  -0.2101105
  2.1505249  -2.0198681   1.6414393   2.0603456   0.3768968  -1.7396556
 -3.1699033  -0.03725999  2.8829226   0.15149352 -0.17815296 -2.4170408
  1.6721734  -4.4148326  -0.6336896  -0.36590448  5.1095386  -4.3153467
  1.8443489   3.2166862 ]",1,1
825,1026.0,"[ -2.4168482    8.716652    -4.7793856   -7.592613   -15.965391
   4.908813    -7.5331745    3.531545     4.1870413   -0.36645094
  -2.508111    -0.25907224  -6.9147973   -2.1802704   -8.734315
  -8.30597      1.2892556   -6.500718    -0.88637847  -3.7085032
  -4.1700163    0.4480046   -2.4216359    5.6839976    5.9361815
   1.095094     7.923758    16.983767     1.010587    -3.9253645
   5.736352    -5.0056415    2.4489894    1.4550042   -1.5084016
   3.494956    -1.1117543   -3.1331782    7.5340967    2.8456955
  -5.454979    -0.10300826  12.445515    -4.7037106  -10.564522
   0.69477487  11.538692    -4.536333     7.972402     0.53712314]","[-2.7124028   1.6080031  -1.596706   -4.1188393  -4.904944   -2.0424294
  2.9417753   0.48143685 -0.4400252   0.22845364 -2.4204319  -2.6179984
 -3.547811    1.7105644   1.4266216  -3.8852925  -0.7502861   2.3815355
 -0.08832088 -0.9407457  -6.3631268   0.36110908 -1.6110106   5.7430525
  3.9856515  -3.0573127   4.102397    2.1488051   2.836746    0.8023546
  0.9479397  -4.6200128   2.1890855   1.5731292   0.41225836 -1.3302928
 -1.3435581  -0.7945423   1.9244131   0.4156768  -0.09427459 -2.5242913
 -1.0888593  -3.1706588  -1.2339137  -0.35274598 11.917248   -1.2110826
  1.7330704   5.077288  ]",0,0
826,1027.0,"[ -2.4168482    8.716652    -4.7793856   -7.592613   -15.965391
   4.908813    -7.5331745    3.531545     4.1870413   -0.36645094
  -2.508111    -0.25907224  -6.9147973   -2.1802704   -8.734315
  -8.30597      1.2892556   -6.500718    -0.88637847  -3.7085032
  -4.1700163    0.4480046   -2.4216359    5.6839976    5.9361815
   1.095094     7.923758    16.983767     1.010587    -3.9253645
   5.736352    -5.0056415    2.4489894    1.4550042   -1.5084016
   3.494956    -1.1117543   -3.1331782    7.5340967    2.8456955
  -5.454979    -0.10300826  12.445515    -4.7037106  -10.564522
   0.69477487  11.538692    -4.536333     7.972402     0.53712314]","[-3.3901944   1.1881309  -1.9872285  -3.797437   -3.6943884   0.49391532
  0.82611364  2.1752412   1.1603435   0.48052338  1.4435061  -3.747725
 -3.6862667  -0.10635858  1.8094178  -3.0376189   1.2084194  -1.4508241
 -1.2601479  -1.2194667  -3.7456548   1.2186043  -3.4205363   6.4915743
  3.07011    -0.7904667   2.1422205  -0.19195394  1.0405983   2.5512147
 -0.04875874 -4.6607757   2.2590697  -1.6187328  -2.196742    1.847715
 -0.81029093  0.8766658   1.4430335  -1.2344073   0.9372699  -2.8511765
 -3.1281424  -1.6732769  -2.6582227   0.05602314  8.984377   -4.865917
  3.0713618   4.074653  ]",0,0
827,1028.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[-0.3700277  -0.30770487  0.87372124 -1.4539431  -0.5545107   0.01872251
  0.8861189  -0.20629522  0.32370368  0.578064    0.29866314  0.27384898
 -0.29164556 -0.76317924  1.7124594   0.06084358  0.6928762   0.5057653
  0.12760527  1.1453155   0.8518245   0.9256654   0.5039805   0.8683868
 -0.38679472 -0.3423362  -1.0715199   0.84619415 -0.94128096 -0.9528026
 -0.36994833 -0.33004767 -0.6320085   0.09724398 -0.17948504  0.11825257
 -0.38359717 -0.4069585   1.1280154   1.0704119  -0.2647985  -0.577739
  0.67420745  0.78115726  0.09652472  0.65441054  1.1764551  -0.65896285
 -0.01468869  0.26656583]",0,1
828,1029.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[-0.38399652 -0.38136408 -0.36232924 -1.0215089  -0.6109947  -0.42330885
  0.28931433  0.15652691 -0.30115905 -0.18004078  0.5409186   0.00250076
 -0.6336035  -0.7488701   0.45667598 -0.5275996  -0.09165017  0.1809168
  0.19666804 -0.40617427 -0.9216837   1.0259972  -0.47625145  0.857767
  0.02429632 -0.88436973  0.29393774  0.1660352  -0.17622633  0.2878059
 -0.12310582 -1.0962965   0.05019073  0.18102218 -0.5706366   0.37520385
  0.17762895  0.3438859   0.71068704 -0.18795434 -0.42429072 -0.35380724
 -0.19447485 -0.37375373 -0.67490274  0.12228934  1.0015509  -0.616002
  0.05196311 -0.2135249 ]",0,1
829,1031.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[-0.08772616  2.491834   -0.0086985   0.1497669  -1.8404814   2.4056556
  1.2483767  -0.18283798 -0.55939585 -0.7196872   1.4871246   3.3910375
 -0.21650884 -3.0272396   1.5751712  -0.95672685  3.2111049   1.4266042
 -0.35975593  0.4509942   0.05621276  1.3631604  -1.8139329   0.3765237
 -0.4001361  -1.8321545  -1.0884955  -0.17976815  0.09937682 -0.4985759
  0.67715865  0.9611629  -1.5078036  -0.20363598  0.7287074   0.7247988
 -2.3906884   0.77471614  1.3695945   0.5916817  -1.1556813  -1.4729832
 -0.67514956 -0.37740773  0.5693773  -0.5662616   1.2812227  -2.135547
 -0.5267572   2.346812  ]",0,0
830,1032.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[-0.63645273 -0.3938418  -1.2329483  -1.6809305  -1.0323724  -0.37456006
  0.70215964  0.3718534   2.1354048   0.05751197  0.30802524  1.1200199
 -1.8776275  -0.86785007  0.65563333 -2.3510456   1.0083432   0.29342553
  0.16478042  0.9530737  -1.6154978   0.19973367 -0.6010508   1.7907968
  0.34473476 -1.5559813   0.24066298  0.5174202   0.5565542   1.1214288
  0.29322875 -0.91695505 -0.7408855  -1.3454834  -0.9912205   0.87938184
  0.9899616   0.46971765  0.7346837  -0.36940506 -1.3759866  -2.330815
 -1.394887    0.12289841 -1.031344    0.33896247  2.600818   -2.537178
  0.727632    0.42281663]",0,1
831,1038.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[ 7.0991969e-01  1.0594596e+00 -7.7042979e-01 -3.1813245e+00
 -5.5939370e-01 -1.8462344e-01  1.0118657e+00  2.9746168e+00
  1.8850859e+00 -1.7257336e+00 -4.2620003e-01 -2.4064419e+00
 -1.4103152e-01 -2.2856312e+00  2.6298544e+00 -3.5243383e-01
  2.2395642e+00  2.5736113e+00 -1.6354445e-01 -1.3308990e+00
 -8.1983799e-01  1.5727185e+00 -4.6281576e-02  2.2187285e+00
  1.2769637e+00  2.3236338e-03  1.6276968e+00 -1.1015201e+00
  2.1597664e+00 -4.5307082e-01  7.2050524e-01 -2.6433353e+00
  2.8932044e-01  7.0693558e-01  6.1136162e-01 -6.0568863e-01
 -8.3660567e-01 -8.3087987e-01  2.0932231e+00  6.5069550e-01
 -2.2084415e+00 -1.1498162e+00 -3.9829344e-01 -2.9966140e+00
 -1.6544293e+00 -7.5506371e-01  3.6816461e+00 -1.6185493e+00
  1.2750446e+00  8.4984404e-01]",0,1
832,1039.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[ 1.8497599  -0.18182941 -0.2802294  -2.6238039   0.3480089   2.4078236
 -0.01318551  0.9642288  -1.0736846   0.0894588  -1.4503416  -3.447875
  1.4569315  -0.11784226 -1.3067557   3.6736293  -0.25803092  1.2812898
  1.6138692  -0.81515145 -0.83984387  0.11290632  2.47816    -1.0839128
  0.1866952  -1.8685837   0.11906086 -1.4084864   1.4018208   1.1843402
 -0.12263391 -0.18983895  1.2667177   1.3596673  -1.5010163  -0.53251034
 -1.1021487  -1.3211788  -0.8844637   0.7651058  -0.7156146   0.32669446
  1.5690796  -0.993256   -1.2905166  -0.1869514   2.0532362   1.0855391
  2.0390062  -3.2915833 ]",0,1
833,1040.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[-2.6009617   1.8031971  -1.2039678  -3.734573   -3.214085   -1.5398569
 -1.5342003  -1.7423595  -1.6488086   1.9446973   0.1984346  -1.7643809
 -1.5681566  -2.0656822  -2.3227053  -1.3453218  -1.8909137  -1.5036653
 -5.5434546   2.382273    3.6743855   1.5132419   1.5023853   0.7107996
 -1.4867884  -7.17245     1.4067185  -1.1933476   2.7332664  -0.7691794
  0.64103085  0.740922   -2.7481134  -2.3657997  -1.4556534  -1.472707
 -2.39337     3.6978416  -1.2262006  -2.923299    3.3085182  -3.0351887
  2.9559948  -3.7930791   0.7527876   0.4564142   2.0474954   1.535893
 -1.152369    1.4759952 ]",1,1
834,1041.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[ 0.94662726  0.7792678  -1.6074595  -1.8540401  -1.4529924  -3.2220495
 -1.3682723   2.6935747   0.7895415  -0.45884925 -0.13876966 -1.7147694
 -0.68304396 -1.6779535   3.6006277  -2.2800128   4.933228    0.70777285
 -0.70661396 -0.99381423 -2.9219875   2.1496332  -2.113277    5.201491
 -0.2570634  -0.5282993   1.0771779  -0.23583043  0.19689152 -0.03087544
 -1.0510445  -1.2757913  -0.6001257  -0.8066935   0.05173035 -2.0128927
  1.962       0.21519628  3.3447514   2.2180445  -1.5314367  -1.3176583
  0.42137378 -2.246171   -3.968486    0.14303435  5.200613   -3.4170153
 -0.24975835  1.7068421 ]",1,1
835,1042.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[ 0.59292156 -0.98344815 -0.6203194  -1.9411108  -0.6694405  -1.5852607
  1.0167516  -0.16024514 -1.917708    0.72263277  1.5640671   0.9746271
 -0.6404499  -1.3595604   1.3168528   0.10466724  1.3177687   0.49665153
  0.24870044 -0.9315516  -0.79778236  4.4208283   0.43240646  2.2681253
 -0.43712226 -0.94948673 -1.4450324  -1.4352198   0.6972753   0.10709325
  0.24682455 -0.17363146 -1.6220224  -0.45245743  0.91357523  0.6344482
 -1.5823942   1.8851923   1.5934448   0.26611722  2.882822    0.4565921
  0.73584306  2.5496457   0.10380761 -0.20079452  1.7964373  -1.4874871
  0.38374236 -0.05534238]",1,1
836,1043.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[-2.7872314   0.5091032  -1.8208004  -2.4006443  -0.66704494 -0.4565728
  0.84123486  1.0681565  -0.5678865   1.0623709   0.6722629   0.78200173
 -3.207455   -1.5634882   2.7883248  -2.0663009   0.25750947 -0.14838834
 -1.1062026  -0.6401113  -2.4561884   2.1948972  -0.8247273   1.666238
  1.7189413  -0.9014964  -0.6556827  -1.8045479   0.17431492  2.744604
 -0.5641711  -1.927799   -1.7664388  -0.79725164  0.4339226  -0.37104383
 -2.16948    -0.57219535  1.3670917   1.5284799   2.379374   -1.4896057
  0.86659545  0.35990077 -0.36282685 -0.05372814  1.8483087  -2.691984
 -0.16859059  1.1518967 ]",1,1
837,1044.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[ 0.00928217  0.02800645 -0.39503005 -0.31585744 -0.18416089  0.10422416
 -0.13015948  0.08457883 -0.51240855  0.05384164  0.3098785   0.05764531
 -0.92171776 -0.33116668  0.4029912  -0.2711369  -0.21390717 -0.21751925
 -0.00877388 -0.21284945 -0.03789657  0.9826687  -0.10004156  0.29991305
 -0.25624165 -0.24110112  0.08633166 -0.6901738  -0.24689355  0.19793007
  0.06776936 -0.7642856  -0.58860695  0.07346424  0.3520148   0.19634025
  0.29380357  0.01401773  0.58129734  0.10043574  0.49628097  0.07583216
  0.13800085  0.33500054 -0.22307114 -0.23379445  0.31436333 -0.6786806
  0.38439357  0.0917184 ]",1,1
838,1045.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[-2.6759453   2.1537917  -1.1872017   0.295049   -0.3719519   0.72160155
  3.624719   -0.52737737  0.40313143 -3.216566   -1.280389    0.15066355
  0.85820955 -0.6307253  -0.1592955   1.1147188   2.2928479  -4.8713717
 -1.4909976   1.1007944  -2.4390526   0.7330812   2.055067    2.0765057
 -1.7276896  -1.4303584   1.996872   -0.61230737  1.3815242   1.2031077
  0.5474313  -1.2324588   2.2234771   2.4890862  -2.7397995  -2.4992342
 -2.0718968   4.806039    4.100528   -0.80839145  0.23119056 -5.7377057
  5.0811677  -1.4288173  -0.15565154 -2.970831    3.5223057   0.15461741
  0.43691748 -0.2668298 ]",0,0
839,1046.0,"[-1.0586255   2.540038   -1.7769047  -2.6695342   0.33279687 -0.2589367
 -2.4695554  -1.4227861  -1.3492776  -0.891781    1.9518179  -5.8138103
 -3.9375398  -2.4077716  -5.2340884  -3.1620042   3.4459698  -6.7934675
 -2.1928558   0.8683514   1.5652103   5.3020415  -1.0977933   3.7184558
  3.9758532  -4.9307404   4.2345805  -1.1266658   0.5585045  -1.888803
 -2.7497764   3.3775413  -0.4382508   2.1081996  -4.1850057   2.5715964
 -5.1724424   2.448002   -0.18876636 -7.2771873   1.5712912  -0.12599814
  1.11942    -1.319874   -2.0634916   1.869983    0.5290514   1.838753
 -1.1010517  -0.11367393]","[-0.06940866  0.78961974  1.610293    0.09490873  1.4253684   0.77521324
  0.04551803 -0.6890822   0.94211143  1.7428352  -0.39706856  0.29344198
  0.26244703  0.05687191 -0.13061018  0.16959427 -0.04985962  0.57793707
 -0.6292405  -0.12211251  2.3888447  -0.5860706   0.6354112   1.5585719
 -0.07483774  0.7255321   0.22610556 -0.92052025 -1.2979057  -0.21676268
 -0.70617384 -0.9434845   0.08091918  1.4779359  -1.0171394  -0.20740697
 -0.55634993  0.01093228 -1.2270437   0.3975608   0.78254205  1.739897
  0.7277876  -0.06686682 -1.4825245  -1.6904798   1.3809626   0.80137825
  0.4665103  -0.38434783]",0,0
