,0,1,2
13974,complexes,structure,syn
13975,complexes,system,syn
13976,grown,shrunken,ant
13977,grown,bloated,syn
13978,grown,magnified,syn
13979,grown,overblown,syn
13980,grown,swollen,syn
13981,grown,matured,syn
13982,grown,sophisticated,syn
13983,bed,bunk,syn
13984,bed,cot,syn
13985,bed,couch,syn
13986,bed,crib,syn
13987,bed,mattress,syn
13988,bed,frame,syn
13989,bed,row,syn
13990,bed,piece,syn
13991,bed,garden,syn
13992,bed,area,syn
13993,bed,ground,syn
13994,bed,seat,syn
13995,bed,infrastructure,syn
13996,bed,support,syn
13997,bed,base,syn
13998,bed,footing,syn
13999,bed,dock,syn
14000,bed,port,syn
14001,bed,wharf,syn
14002,bed,accommodate,syn
14003,reactor,reactor,syn
14004,stick,whole,ant
14005,stick,stop,ant
14006,stick,halt,ant
14007,stick,leave,ant
14008,stick,go,ant
14009,stick,release,ant
14010,stick,change,ant
14011,stick,reject,ant
14012,stick,refuse,ant
14013,stick,remove,ant
14014,stick,separate,ant
14015,stick,forget,ant
14016,stick,unfix,ant
14017,stick,untie,ant
14018,stick,unfasten,ant
14019,stick,loose,ant
14020,stick,lose,ant
14021,stick,disconnect,ant
14022,stick,detach,ant
14023,stick,loosen,ant
14024,stick,clarify,ant
14025,stick,help,ant
14026,stick,comfort,ant
14027,stick,explicate,ant
14028,stick,explain,ant
14029,stick,enlighten,ant
14030,stick,bar,syn
14031,stick,bat,syn
14032,stick,baton,syn
14033,stick,cane,syn
14034,stick,club,syn
14035,stick,rod,syn
14036,stick,slab,syn
14037,stick,stalk,syn
14038,stick,strip,syn
14039,stick,wand,syn
14040,stick,wedge,syn
14041,stick,glue,syn
14042,stick,linger,syn
14043,stick,fix,syn
14044,stick,stay,syn
14045,stick,attach,syn
14046,stick,remain,syn
14047,stick,catch,syn
14048,stick,hold,syn
14049,stick,paste,syn
14050,stick,insert,syn
14051,stick,run,syn
14052,stick,pin,syn
14053,stick,dig,syn
14054,stick,drive,syn
14055,stick,stab,syn
14056,stick,sink,syn
14057,stick,drop,syn
14058,stick,stuff,syn
14059,stick,install,syn
14060,stick,put,syn
14061,stick,store,syn
14062,stick,go,syn
14063,stick,take,syn
14064,stick,stand,syn
14065,stick,add,syn
14066,stick,adhere,syn
14067,stick,affix,syn
14068,stick,connect,syn
14069,stick,link,syn
14070,stick,secure,syn
14071,stick,stick,syn
14072,stick,tie,syn
14073,stick,amaze,syn
14074,stick,astound,syn
14075,stick,befuddle,syn
14076,stick,bewilder,syn
14077,stick,confound,syn
14078,stick,confuse,syn
14079,stick,daze,syn
14080,stick,disconcert,syn
14081,stick,dumbfound,syn
14082,stick,elude,syn
14083,stick,embarrass,syn
14084,stick,faze,syn
14085,stick,mystify,syn
14086,stick,nonplus,syn
14087,stick,puzzle,syn
14088,stick,stump,syn
14089,stick,stun,syn
14090,abruptly,precipitously,syn
14091,abruptly,suddenly,syn
14092,abruptly,unexpectedly,syn
14093,abruptly,smack,syn
14094,abruptly,abruptly,syn
14095,abruptly,hastily,syn
14096,abruptly,instantaneously,syn
14097,abruptly,promptly,syn
14098,abruptly,quickly,syn
14099,abruptly,swiftly,syn
14100,iron,rigid,syn
14101,iron,steely,syn
14102,iron,bracelet,syn
14103,iron,cable,syn
14104,iron,drab,syn
14105,iron,dusty,syn
14106,iron,grey,syn
14107,iron,silvery,syn
14108,system,disorder,ant
14109,system,disorganization,ant
14110,system,arrangement,syn
14111,system,organization,syn
14112,system,rule,syn
14113,system,scheme,syn
14114,system,structure,syn
14115,system,practice,syn
14116,system,process,syn
14117,system,technique,syn
14118,system,strategy,syn
14119,system,policy,syn
14120,system,operation,syn
14121,system,procedure,syn
14122,system,composition,syn
14123,system,design,syn
14124,system,distribution,syn
14125,system,form,syn
14126,system,method,syn
14127,system,pattern,syn
14128,system,system,syn
14129,system,charter,syn
14130,system,constitution,syn
14131,system,convention,syn
14132,system,custom,syn
14133,system,discipline,syn
14134,system,regulation,syn
14135,system,compound,syn
14136,system,network,syn
14137,system,county,syn
14138,system,district,syn
14139,system,electorate,syn
14140,system,faction,syn
14141,system,nation,syn
14142,system,precinct,syn
14143,system,development,syn
14144,system,manufacture,syn
14145,system,plan,syn
14146,system,planning,syn
14147,atom,lot,ant
14148,atom,entirety,ant
14149,atom,whole,ant
14150,atom,chunk,syn
14151,atom,dose,syn
14152,atom,fragment,syn
14153,atom,item,syn
14154,atom,part,syn
14155,atom,portion,syn
14156,atom,sample,syn
14157,atom,shard,syn
14158,atom,slice,syn
14159,atom,sliver,syn
14160,atom,snippet,syn
14161,atom,taste,syn
14162,atom,trace,syn
14163,atom,dab,syn
14164,atom,droplet,syn
14165,atom,fleck,syn
14166,atom,speck,syn
14167,atom,bit,syn
14168,atom,hunk,syn
14169,atom,particle,syn
14170,atom,piece,syn
14171,atom,remnant,syn
14172,atom,scrap,syn
14173,atom,shred,syn
14174,moments,whole,ant
14175,moments,bit,syn
14176,moments,date,syn
14177,moments,flash,syn
14178,moments,hour,syn
14179,moments,juncture,syn
14180,moments,minute,syn
14181,moments,occasion,syn
14182,moments,point,syn
14183,moments,stage,syn
14184,moments,time,syn
14185,moments,note,syn
14186,embedded,unhealthy,ant
14187,embedded,unfixed,ant
14188,embedded,broken,ant
14189,embedded,soft,ant
14190,embedded,slack,ant
14191,embedded,loose,ant
14192,embedded,weak,ant
14193,embedded,infirm,ant
14194,embedded,untrustworthy,ant
14195,embedded,intermittent,ant
14196,embedded,wobbly,ant
14197,embedded,unstable,ant
14198,embedded,unattached,ant
14199,embedded,fixed,syn
14200,embedded,ingrained,syn
14201,embedded,installed,syn
14202,embedded,planted,syn
14203,embedded,confined,syn
14204,embedded,fast,syn
14205,embedded,robust,syn
14206,embedded,solid,syn
14207,embedded,steady,syn
14208,embedded,strong,syn
14209,embedded,sturdy,syn
14210,embedded,substantial,syn
14211,embedded,tenacious,syn
14212,embedded,tight,syn
14213,embedded,unshakable,syn
14214,perforation,mountain,ant
14215,perforation,break,syn
14216,perforation,crack,syn
14217,perforation,crater,syn
14218,perforation,cut,syn
14219,perforation,dent,syn
14220,perforation,gap,syn
14221,perforation,mouth,syn
14222,perforation,pit,syn
14223,perforation,pocket,syn
14224,perforation,space,syn
14225,perforation,tunnel,syn
14226,perforation,void,syn
14227,perforation,window,syn
14228,perforation,infiltration,syn
14229,perforation,seepage,syn
14230,perforation,abyss,syn
14231,perforation,mine,syn
14232,perforation,shaft,syn
14233,perforation,tomb,syn
14234,perforation,trench,syn
14235,hole,mountain,ant
14236,hole,agreement,ant
14237,hole,closure,ant
14238,hole,closing,ant
14239,hole,break,syn
14240,hole,crack,syn
14241,hole,crater,syn
14242,hole,cut,syn
14243,hole,dent,syn
14244,hole,gap,syn
14245,hole,mouth,syn
14246,hole,pit,syn
14247,hole,pocket,syn
14248,hole,space,syn
14249,hole,tunnel,syn
14250,hole,void,syn
14251,hole,window,syn
14252,hole,spot,syn
14253,hole,chasm,syn
14254,hole,crevasse,syn
14255,hole,depth,syn
14256,hole,haven,syn
14257,hole,refuge,syn
14258,hole,sanctuary,syn
14259,hole,shelter,syn
14260,hole,bowl,syn
14261,hole,lagoon,syn
14262,hole,pan,syn
14263,hole,pool,syn
14264,hole,pot,syn
14265,hole,tub,syn
14266,hole,valley,syn
14267,hole,watershed,syn
14268,hole,rift,syn
14269,hole,rupture,syn
14270,spin,untwist,ant
14271,spin,straighten,ant
14272,spin,tolerance,ant
14273,spin,justice,ant
14274,spin,fairness,ant
14275,spin,shorten,ant
14276,spin,spiral,syn
14277,spin,twist,syn
14278,spin,swim,syn
14279,spin,whirl,syn
14280,spin,rotate,syn
14281,spin,turn,syn
14282,spin,twirl,syn
14283,spin,revolve,syn
14284,spin,reel,syn
14285,spin,bigotry,syn
14286,spin,favoritism,syn
14287,spin,inclination,syn
14288,spin,intolerance,syn
14289,spin,leaning,syn
14290,spin,preference,syn
14291,spin,prejudice,syn
14292,spin,tendency,syn
14293,spin,tilt,syn
14294,spin,unfairness,syn
14295,spin,disco,syn
14296,spin,rock,syn
14297,spin,samba,syn
14298,spin,tango,syn
14299,spin,waltz,syn
14300,spin,elongate,syn
14301,spin,protract,syn
14302,magnetism,repulsion,ant
14303,magnetism,allure,syn
14304,magnetism,charisma,syn
14305,magnetism,attraction,syn
14306,magnetism,charm,syn
14307,magnetism,enticement,syn
14308,magnetism,glamor,syn
14309,magnetism,magnetism,syn
14310,magnetism,temptation,syn
14311,magnetism,appeal,syn
14312,magnetism,attractiveness,syn
14313,magnetism,interest,syn
14314,moment,whole,ant
14315,moment,triviality,ant
14316,moment,unimportance,ant
14317,moment,lethargy,ant
14318,moment,ignorance,ant
14319,moment,bit,syn
14320,moment,date,syn
14321,moment,flash,syn
14322,moment,hour,syn
14323,moment,juncture,syn
14324,moment,minute,syn
14325,moment,occasion,syn
14326,moment,point,syn
14327,moment,stage,syn
14328,moment,time,syn
14329,moment,note,syn
14330,moment,moment,syn
14331,moment,while,syn
14332,moment,breather,syn
14333,moment,concern,syn
14334,moment,magnitude,syn
14335,moment,need,syn
14336,moment,value,syn
14337,moment,age,syn
14338,moment,day,syn
14339,moment,period,syn
14340,moment,term,syn
14341,moment,year,syn
14342,moment,attention,syn
14343,moment,insistence,syn
14344,moment,intensity,syn
14345,moment,priority,syn
14346,moment,significance,syn
14347,moment,strength,syn
14348,moment,stress,syn
14349,moment,weight,syn
14350,metropolis,exteriority,ant
14351,metropolis,outside,ant
14352,metropolis,exterior,ant
14353,metropolis,capital,syn
14354,metropolis,downtown,syn
14355,metropolis,municipality,syn
14356,metropolis,metropolis,syn
14357,metropolis,city,syn
14358,metropolis,club,syn
14359,metropolis,heart,syn
14360,metropolis,hub,syn
14361,metropolis,mall,syn
14362,metropolis,market,syn
14363,metropolis,plaza,syn
14364,metropolis,station,syn
14365,metropolis,town,syn
14366,metropolis,center,syn
14367,metropolis,place,syn
14368,metropolis,port,syn
14369,expansion,abridgment,ant
14370,expansion,compression,ant
14371,expansion,decrease,ant
14372,expansion,reduction,ant
14373,expansion,shrinkage,ant
14374,expansion,failure,ant
14375,expansion,decline,ant
14376,expansion,lessening,ant
14377,expansion,stagnation,ant
14378,expansion,loss,ant
14379,expansion,diminishment,ant
14380,expansion,worsening,ant
14381,expansion,harm,ant
14382,expansion,withdrawal,ant
14383,expansion,development,syn
14384,expansion,enlargement,syn
14385,expansion,extension,syn
14386,expansion,increase,syn
14387,expansion,inflation,syn
14388,expansion,spread,syn
14389,expansion,bonus,syn
14390,expansion,boost,syn
14391,expansion,enhancement,syn
14392,expansion,expansion,syn
14393,expansion,supplement,syn
14394,expansion,elaboration,syn
14395,expansion,advance,syn
14396,expansion,gain,syn
14397,expansion,growth,syn
14398,expansion,improvement,syn
14399,expansion,jump,syn
14400,expansion,rush,syn
14401,expansion,spurt,syn
14402,expansion,upsurge,syn
14403,expansion,upturn,syn
14404,expansion,addition,syn
14405,expansion,breakthrough,syn
14406,expansion,hike,syn
14407,expansion,increment,syn
14408,expansion,lift,syn
14409,expansion,rise,syn
14410,expansion,upgrade,syn
14411,triple,divide,ant
14412,triple,contract,ant
14413,triple,shrink,ant
14414,triple,reduce,ant
14415,triple,diminish,ant
14416,triple,lower,ant
14417,triple,drop,ant
14418,triple,stop,ant
14419,triple,halt,ant
14420,triple,discourage,ant
14421,triple,hurt,ant
14422,triple,recede,ant
14423,triple,shorten,ant
14424,triple,condense,ant
14425,triple,abridge,ant
14426,triple,raze,ant
14427,triple,destroy,ant
14428,triple,demolish,ant
14429,triple,compress,ant
14430,triple,repress,ant
14431,triple,prevent,ant
14432,triple,curtail,ant
14433,triple,cease,ant
14434,triple,lessen,ant
14435,triple,undermine,ant
14436,triple,slow,ant
14437,triple,hinder,ant
14438,triple,decelerate,ant
14439,triple,decrease,ant
14440,triple,weaken,ant
14441,triple,restrict,ant
14442,triple,narrow,ant
14443,triple,threefold,syn
14444,triple,advance,syn
14445,triple,boost,syn
14446,triple,broaden,syn
14447,triple,build,syn
14448,triple,deepen,syn
14449,triple,develop,syn
14450,triple,double,syn
14451,triple,enhance,syn
14452,triple,enlarge,syn
14453,triple,escalate,syn
14454,triple,expand,syn
14455,triple,extend,syn
14456,triple,further,syn
14457,triple,heighten,syn
14458,triple,intensify,syn
14459,triple,multiply,syn
14460,triple,raise,syn
14461,triple,reinforce,syn
14462,triple,rise,syn
14463,triple,strengthen,syn
14464,triple,swell,syn
14465,triple,triple,syn
14466,triple,widen,syn
14467,triple,proliferate,syn
14468,chain,free,ant
14469,chain,unfasten,ant
14470,chain,liberate,ant
14471,chain,remove,ant
14472,chain,separate,ant
14473,chain,forget,ant
14474,chain,disconnect,ant
14475,chain,unwrap,ant
14476,chain,uncover,ant
14477,chain,conglomerate,syn
14478,chain,group,syn
14479,chain,string,syn
14480,chain,bracelet,syn
14481,chain,cable,syn
14482,chain,attach,syn
14483,chain,shackle,syn
14484,chain,handcuff,syn
14485,chain,enslave,syn
14486,chain,tether,syn
14487,chain,confine,syn
14488,chain,line,syn
14489,chain,ring,syn
14490,chain,tape,syn
14491,chain,connect,syn
14492,chain,cover,syn
14493,chain,dress,syn
14494,chain,restrict,syn
14495,chain,stick,syn
14496,chain,strap,syn
14497,chain,unite,syn
14498,chain,wrap,syn
14499,chain,consortium,syn
14500,chain,corporation,syn
14501,chain,monopoly,syn
14502,chain,syndicate,syn
14503,bond,misunderstanding,ant
14504,bond,disagreement,ant
14505,bond,rejection,ant
14506,bond,refusal,ant
14507,bond,obligation,syn
14508,bond,relationship,syn
14509,bond,debenture,syn
14510,bond,certificate,syn
14511,bond,transaction,syn
14512,bond,security,syn
14513,bond,warrant,syn
14514,bond,bind,syn
14515,bond,fix,syn
14516,bond,glue,syn
14517,bond,connect,syn
14518,bond,approval,syn
14519,bond,arrangement,syn
14520,bond,charter,syn
14521,bond,compromise,syn
14522,bond,covenant,syn
14523,bond,deal,syn
14524,bond,lease,syn
14525,bond,negotiation,syn
14526,bond,pact,syn
14527,bond,protocol,syn
14528,bond,settlement,syn
14529,bond,understanding,syn
14530,bond,union,syn
14531,mantle,open,ant
14532,mantle,reveal,ant
14533,mantle,disrobe,ant
14534,mantle,uncover,ant
14535,mantle,veil,syn
14536,mantle,camouflage,syn
14537,mantle,mantle,syn
14538,mantle,mask,syn
14539,mantle,shawl,syn
14540,mantle,veneer,syn
14541,mantle,attire,syn
14542,mantle,cloak,syn
14543,mantle,disguise,syn
14544,mantle,drape,syn
14545,mantle,dress,syn
14546,mantle,equip,syn
14547,mantle,fit,syn
14548,mantle,swaddle,syn
14549,mantle,swathe,syn
14550,mantle,blanket,syn
14551,mantle,bury,syn
14552,mantle,coat,syn
14553,mantle,enclose,syn
14554,mantle,protect,syn
14555,mantle,shroud,syn
14556,earth,sky,ant
14557,earth,purity,ant
14558,earth,cleanliness,ant
14559,earth,globe,syn
14560,earth,planet,syn
14561,earth,land,syn
14562,earth,dirt,syn
14563,earth,terrain,syn
14564,earth,shore,syn
14565,earth,surface,syn
14566,earth,coast,syn
14567,earth,mud,syn
14568,earth,clay,syn
14569,earth,dust,syn
14570,earth,turf,syn
14571,earth,gravel,syn
14572,earth,sand,syn
14573,earth,brick,syn
14574,earth,earth,syn
14575,earth,grime,syn
14576,earth,lint,syn
14577,earth,powder,syn
14578,earth,soil,syn
14579,earth,soot,syn
14580,earth,hideaway,syn
14581,radical,moderate,ant
14582,radical,peaceful,ant
14583,radical,secondary,ant
14584,radical,minor,ant
14585,radical,auxiliary,ant
14586,radical,nonessential,ant
14587,radical,insignificant,ant
14588,radical,unnecessary,ant
14589,radical,unimportant,ant
14590,radical,inessential,ant
14591,radical,profound,syn
14592,radical,revolutionary,syn
14593,radical,militant,syn
14594,radical,fanatical,syn
14595,radical,progressive,syn
14596,radical,uncompromising,syn
14597,radical,far-out,syn
14598,radical,extremist,syn
14599,radical,violent,syn
14600,radical,sweeping,syn
14601,radical,leftist,syn
14602,radical,renegade,syn
14603,radical,fanatic,syn
14604,radical,firebrand,syn
14605,radical,insurgent,syn
14606,radical,agitator,syn
14607,radical,rebel,syn
14608,radical,subversive,syn
14609,radical,anarchist,syn
14610,radical,reformer,syn
14611,radical,rioter,syn
14612,radical,leading,syn
14613,radical,demagogue,syn
14614,radical,malcontent,syn
14615,radical,propagandist,syn
14616,radical,radical,syn
14617,radical,reactionary,syn
14618,radical,troublemaker,syn
14619,radical,zealot,syn
14620,radical,elemental,syn
14621,radical,essential,syn
14622,radical,key,syn
14623,radical,main,syn
14624,radical,necessary,syn
14625,radical,primary,syn
14626,radical,primitive,syn
14627,radical,underlying,syn
14628,radical,vital,syn
14629,cc,acceptance,ant
14630,cc,approval,ant
14631,cc,compliment,ant
14632,cc,exculpation,ant
14633,cc,flattery,ant
14634,cc,praise,ant
14635,cc,accusation,syn
14636,cc,charge,syn
14637,cc,criticism,syn
14638,cc,grievance,syn
14639,cc,gripe,syn
14640,cc,objection,syn
14641,cc,protest,syn
14642,cc,trouble,syn
14643,degradation,degeneration,syn
14644,degradation,deterioration,syn
14645,degradation,atrocity,syn
14646,degradation,degradation,syn
14647,degradation,evil,syn
14648,calibration,ignorance,ant
14649,calibration,unimportance,ant
14650,calibration,part,ant
14651,calibration,whole,ant
14652,calibration,amount,syn
14653,calibration,analysis,syn
14654,calibration,appraisal,syn
14655,calibration,assessment,syn
14656,calibration,density,syn
14657,calibration,dimension,syn
14658,calibration,evaluation,syn
14659,calibration,frequency,syn
14660,calibration,height,syn
14661,calibration,measure,syn
14662,calibration,size,syn
14663,calibration,survey,syn
14664,calibration,weight,syn
14665,calibration,ratio,syn
14666,calibration,proportion,syn
14667,calibration,rate,syn
14668,calibration,system,syn
14669,calibration,range,syn
14670,calibration,extent,syn
14671,calibration,scope,syn
14672,calibration,adjustment,syn
14673,calibration,nuance,syn
14674,calibration,calibration,syn
14675,pole,beam,syn
14676,pole,flagpole,syn
14677,pole,leg,syn
14678,pole,mast,syn
14679,pole,rod,syn
14680,pole,stick,syn
14681,pole,girder,syn
14682,pole,joist,syn
14683,pole,piling,syn
14684,pole,pillar,syn
14685,pole,plank,syn
14686,pole,pole,syn
14687,pole,scaffolding,syn
14688,pole,shaft,syn
14689,pole,sill,syn
14690,pole,timber,syn
14691,uncertainty,assurance,ant
14692,uncertainty,belief,ant
14693,uncertainty,calmness,ant
14694,uncertainty,certainty,ant
14695,uncertainty,clarity,ant
14696,uncertainty,composure,ant
14697,uncertainty,confidence,ant
14698,uncertainty,contentment,ant
14699,uncertainty,faith,ant
14700,uncertainty,happiness,ant
14701,uncertainty,peace,ant
14702,uncertainty,trust,ant
14703,uncertainty,sureness,ant
14704,uncertainty,blessing,ant
14705,uncertainty,security,ant
14706,uncertainty,ease,ant
14707,uncertainty,advantage,ant
14708,uncertainty,joy,ant
14709,uncertainty,collectedness,ant
14710,uncertainty,calm,ant
14711,uncertainty,ambiguity,syn
14712,uncertainty,ambivalence,syn
14713,uncertainty,anxiety,syn
14714,uncertainty,concern,syn
14715,uncertainty,confusion,syn
14716,uncertainty,distrust,syn
14717,uncertainty,mistrust,syn
14718,uncertainty,skepticism,syn
14719,uncertainty,suspicion,syn
14720,uncertainty,trouble,syn
14721,uncertainty,uneasiness,syn
14722,uncertainty,unpredictability,syn
14723,uncertainty,worry,syn
14724,uncertainty,doubt,syn
14725,uncertainty,uncertainty,syn
14726,uncertainty,vagueness,syn
14727,uncertainty,hesitancy,syn
14728,uncertainty,hesitation,syn
14729,uncertainty,indecision,syn
14730,uncertainty,angst,syn
14731,uncertainty,apprehension,syn
14732,uncertainty,disquiet,syn
14733,uncertainty,dread,syn
14734,uncertainty,jitters,syn
14735,uncertainty,misery,syn
14736,uncertainty,misgiving,syn
14737,uncertainty,nervousness,syn
14738,uncertainty,panic,syn
14739,uncertainty,restlessness,syn
14740,uncertainty,suffering,syn
14741,uncertainty,suspense,syn
14742,uncertainty,unease,syn
14743,uncertainty,betting,syn
14744,uncertainty,chance,syn
14745,uncertainty,odds,syn
14746,uncertainty,pledge,syn
14747,uncertainty,risk,syn
14748,uncertainty,speculation,syn
14749,uncertainty,stake,syn
14750,uncertainty,venture,syn
14751,uncertainty,wager,syn
14752,experimental,empirical,syn
14753,experimental,preliminary,syn
14754,experimental,unproved,syn
14755,experimental,experimental,syn
14756,experimental,factual,syn
14757,experimental,observational,syn
14758,shocked,happy,ant
14759,shocked,unworried,ant
14760,shocked,calm,ant
14761,shocked,unafraid,ant
14762,shocked,brave,ant
14763,shocked,aware,ant
14764,shocked,aghast,syn
14765,shocked,amazed,syn
14766,shocked,appalled,syn
14767,shocked,astonished,syn
14768,shocked,dismayed,syn
14769,shocked,offended,syn
14770,shocked,stunned,syn
14771,shocked,frightened,syn
14772,shocked,anxious,syn
14773,shocked,apprehensive,syn
14774,shocked,nervous,syn
14775,shocked,scared,syn
14776,shocked,shocked,syn
14777,shocked,suspicious,syn
14778,shocked,timid,syn
14779,shocked,agog,syn
14780,shocked,awestruck,syn
14781,shocked,awed,syn
14782,shocked,baffled,syn
14783,shocked,befuddled,syn
14784,shocked,dazed,syn
14785,shocked,mystified,syn
14786,shocked,perplexed,syn
14787,shocked,puzzled,syn
14788,shocked,rattled,syn
14789,shocked,startled,syn
14790,shocked,surprised,syn
14791,data,fact,ant
14792,data,trivia,ant
14793,data,auxiliary,ant
14794,data,reality,ant
14795,data,dossier,syn
14796,data,evidence,syn
14797,data,goods,syn
14798,data,info,syn
14799,data,input,syn
14800,data,knowledge,syn
14801,data,picture,syn
14802,data,statistics,syn
14803,data,testimony,syn
14804,data,assumption,syn
14805,data,base,syn
14806,data,essential,syn
14807,data,explanation,syn
14808,data,footing,syn
14809,data,fundamental,syn
14810,data,justification,syn
14811,data,premise,syn
14812,data,principle,syn
14813,data,proof,syn
14814,data,reason,syn
14815,data,security,syn
14816,data,support,syn
14817,data,theory,syn
14818,data,breakthrough,syn
14819,data,conclusion,syn
14820,data,data,syn
14821,data,design,syn
14822,data,finding,syn
14823,data,innovation,syn
14824,data,method,syn
14825,data,result,syn
14826,shock,calm,ant
14827,shock,calmness,ant
14828,shock,composure,ant
14829,shock,help,ant
14830,shock,order,ant
14831,shock,peace,ant
14832,shock,tranquility,ant
14833,shock,expect,ant
14834,shock,encourage,ant
14835,shock,please,ant
14836,shock,compose,ant
14837,shock,compliment,ant
14838,shock,comfort,ant
14839,shock,placate,ant
14840,shock,soothe,ant
14841,shock,quiet,ant
14842,shock,delight,ant
14843,shock,appease,ant
14844,shock,bore,ant
14845,shock,explain,ant
14846,shock,expectation,ant
14847,shock,inspirit,ant
14848,shock,assure,ant
14849,shock,gladden,ant
14850,shock,assist,ant
14851,shock,hearten,ant
14852,shock,awe,syn
14853,shock,bump,syn
14854,shock,collapse,syn
14855,shock,confusion,syn
14856,shock,consternation,syn
14857,shock,disturbance,syn
14858,shock,earthquake,syn
14859,shock,excitement,syn
14860,shock,impact,syn
14861,shock,injury,syn
14862,shock,jolt,syn
14863,shock,scare,syn
14864,shock,trauma,syn
14865,shock,unsettle,syn
14866,shock,displease,syn
14867,shock,overwhelm,syn
14868,shock,jar,syn
14869,shock,astound,syn
14870,shock,agitate,syn
14871,shock,anger,syn
14872,shock,shake,syn
14873,shock,horrify,syn
14874,shock,paralyze,syn
14875,shock,traumatize,syn
14876,shock,appall,syn
14877,shock,insult,syn
14878,shock,startle,syn
14879,shock,disgust,syn
14880,shock,outrage,syn
14881,shock,flabbergast,syn
14882,shock,dismay,syn
14883,shock,disturb,syn
14884,shock,stun,syn
14885,shock,sicken,syn
14886,shock,rock,syn
14887,shock,offend,syn
14888,shock,affect,syn
14889,shock,alarm,syn
14890,shock,astonish,syn
14891,shock,bewilder,syn
14892,shock,daze,syn
14893,shock,dumbfound,syn
14894,shock,impress,syn
14895,shock,perplex,syn
14896,shock,shock,syn
14897,shock,stagger,syn
14898,shock,admiration,syn
14899,shock,astonishment,syn
14900,shock,bewilderment,syn
14901,shock,perplexity,syn
14902,shock,wonderment,syn
14903,shock,amaze,syn
14904,shock,appal,syn
14905,shock,daunt,syn
14906,shock,disconcert,syn
14907,shock,dishearten,syn
14908,shock,faze,syn
14909,shock,frighten,syn
14910,shock,intimidate,syn
14911,shock,petrify,syn
14912,shock,terrify,syn
14913,shock,unnerve,syn
14914,rotating,straighten,ant
14915,rotating,untwist,ant
14916,rotating,pivot,syn
14917,rotating,revolve,syn
14918,rotating,spin,syn
14919,rotating,swivel,syn
14920,rotating,twirl,syn
14921,rotating,twist,syn
14922,rotating,whirl,syn
14923,rotating,switch,syn
14924,rotating,consecutive,syn
14925,rotating,ensuing,syn
14926,rotating,subsequent,syn
14927,rotating,succeeding,syn
14928,unaligned,even,ant
14929,unaligned,smooth,ant
14930,unaligned,decided,ant
14931,unaligned,prejudiced,ant
14932,unaligned,involved,ant
14933,unaligned,concerned,ant
14934,unaligned,interested,ant
14935,unaligned,biased,ant
14936,unaligned,partial,ant
14937,unaligned,subjective,ant
14938,unaligned,caring,ant
14939,unaligned,active,ant
14940,unaligned,working,ant
14941,unaligned,asymmetrical,syn
14942,unaligned,craggy,syn
14943,unaligned,elliptical,syn
14944,unaligned,jagged,syn
14945,unaligned,lumpy,syn
14946,unaligned,unbalanced,syn
14947,unaligned,disinterested,syn
14948,unaligned,evenhanded,syn
14949,unaligned,fair-minded,syn
14950,unaligned,uninvolved,syn
14951,unaligned,unbiased,syn
14952,unaligned,uncommitted,syn
14953,unaligned,inactive,syn
14954,unaligned,undecided,syn
14955,unaligned,nonaligned,syn
14956,unaligned,indifferent,syn
14957,unaligned,nonpartisan,syn
14958,unaligned,impartial,syn
14959,unaligned,dispassionate,syn
14960,unaligned,inert,syn
14961,unaligned,unconcerned,syn
14962,scraped,agree,ant
14963,scraped,concur,ant
14964,scraped,rub,syn
14965,scraped,shave,syn
14966,scraped,clean,syn
14967,scraped,grind,syn
14968,scraped,pinch,syn
14969,scraped,scrape,syn
14970,scraped,disagree,syn
14971,scraped,quarrel,syn
14972,scraped,quibble,syn
14973,scraped,spar,syn
14974,scraped,squabble,syn
14975,scraped,wrangle,syn
14976,scraped,caress,syn
14977,scraped,flick,syn
14978,scraped,kiss,syn
14979,scraped,skim,syn
14980,scraped,smooth,syn
14981,scraped,sweep,syn
14982,direction,hatred,ant
14983,direction,hate,ant
14984,direction,dislike,ant
14985,direction,control,syn
14986,direction,guidance,syn
14987,direction,leadership,syn
14988,direction,order,syn
14989,direction,outlook,syn
14990,direction,angle,syn
14991,direction,orientation,syn
14992,direction,area,syn
14993,direction,trend,syn
14994,direction,aspect,syn
14995,direction,way,syn
14996,direction,objective,syn
14997,direction,path,syn
14998,direction,line,syn
14999,direction,home,syn
15000,direction,location,syn
15001,direction,number,syn
15002,direction,agency,syn
15003,direction,authority,syn
15004,direction,government,syn
15005,direction,legislation,syn
15006,direction,organization,syn
15007,direction,policy,syn
15008,direction,rule,syn
15009,direction,ambition,syn
15010,direction,aspiration,syn
15011,direction,desire,syn
15012,direction,direction,syn
15013,direction,intent,syn
15014,direction,intention,syn
15015,direction,plan,syn
15016,direction,purpose,syn
15017,direction,target,syn
15018,direction,wish,syn
15019,direction,perspective,syn
15020,direction,slant,syn
15021,direction,standpoint,syn
15022,direction,viewpoint,syn
15023,scratch,build,ant
15024,scratch,help,ant
15025,scratch,fix,ant
15026,scratch,grow,ant
15027,scratch,clean,ant
15028,scratch,create,ant
15029,scratch,assist,ant
15030,scratch,aid,ant
15031,scratch,start,ant
15032,scratch,begin,ant
15033,scratch,keep,ant
15034,scratch,ignore,ant
15035,scratch,blemish,syn
15036,scratch,laceration,syn
15037,scratch,scrape,syn
15038,scratch,rub,syn
15039,scratch,graze,syn
15040,scratch,scrawl,syn
15041,scratch,claw,syn
15042,scratch,etch,syn
